piece;date;journal;compte;libelle;debit;credit;code_tva;tiers;reference
AC202500190;17/02/2025;AC;441100;FOUCHER - Campagne de publicite;;4996,88;NA;F0018;FA202502-0190
VE202500180;17/02/2025;VE;401100;ADAM VERDIER ET FILS - Vente de marchandises - taux reduit;12986,51;;NA;C0016;FV202502-0180
VE202500180;17/02/2025;VE;702000;Vente de marchandises - taux reduit;;12024,55;S8;C0016;FV202502-0180
VE202500180;17/02/2025;VE;461413;TVA collectee 8%;;961,96;NA;C0016;FV202502-0180
VE202500188;17/02/2025;VE;401100;CORDIER - Prestation de services;5340,01;;NA;C0012;FV202502-0188
VE202500188;17/02/2025;VE;704000;Prestation de services;;4564,11;S17;C0012;FV202502-0188
VE202500188;17/02/2025;VE;461411;TVA collectee 17%;;775,90;NA;C0012;FV202502-0188
AC202500183;18/02/2025;AC;617000;Telecommunications;833,97;;A17;F0002;FA202502-0183
AC202500183;18/02/2025;AC;421611;TVA deductible 17%;141,77;;NA;F0002;FA202502-0183
AC202500183;18/02/2025;AC;441100;ALVES - Telecommunications;;975,74;NA;F0002;FA202502-0183
AC202500209;18/02/2025;AC;606000;Achat de marchandises;2733,16;;A17;F0019;FA202502-0209
AC202500209;18/02/2025;AC;421611;TVA deductible 17%;464,64;;NA;F0019;FA202502-0209
AC202500209;18/02/2025;AC;441100;LACOMBE GUIBERT S.A. - Achat de marchandises;;3197,80;NA;F0019;FA202502-0209
AC202500170;19/02/2025;AC;607200;Electricite et gaz;1048,46;;A8;F0021;FA202502-0170
AC202500170;19/02/2025;AC;421613;TVA deductible 8%;83,88;;NA;F0021;FA202502-0170
AC202500170;19/02/2025;AC;441100;FOURNIER - Electricite et gaz;;1132,34;NA;F0021;FA202502-0170
BQ202500072;19/02/2025;BQ;511100;Encaissement FV202501-0082;3481,08;;NA;C0018;FV202501-0082
BQ202500072;19/02/2025;BQ;401100;BOUVET - reglement;;3481,08;NA;C0018;FV202501-0082
BQ202500353;19/02/2025;BQ;441100;JACQUES S.A. - reglement;11518,04;;NA;F0010;FA202501-0127
BQ202500353;19/02/2025;BQ;511100;Paiement FA202501-0127;;11518,04;NA;F0010;FA202501-0127
AC202500132;20/02/2025;AC;606000;Achat de marchandises;10650,64;;A17;F0015;FA202502-0132
AC202500132;20/02/2025;AC;421611;TVA deductible 17%;1810,61;;NA;F0015;FA202502-0132
AC202500132;20/02/2025;AC;441100;LEGRAND BOURDON ET FILS - Achat de marchandises;;12461,25;NA;F0015;FA202502-0132
AC202500193;20/02/2025;AC;606000;Achat de marchandises;10154,02;;A17;F0009;FA202502-0193
AC202500193;20/02/2025;AC;421611;TVA deductible 17%;1726,18;;NA;F0009;FA202502-0193
AC202500193;20/02/2025;AC;441100;ROCHE SARL - Achat de marchandises;;11880,20;NA;F0009;FA202502-0193
VE202500051;20/02/2025;VE;401100;REY - Vente de marchandises - taux reduit;12964,36;;NA;C0025;FV202502-0051
VE202500051;20/02/2025;VE;702000;Vente de marchandises - taux reduit;;12004,04;S8;C0025;FV202502-0051
VE202500051;20/02/2025;VE;461413;TVA collectee 8%;;960,32;NA;C0025;FV202502-0051
VE202500102;20/02/2025;VE;401100;CHEVALIER SARL - Prestation de services;931,72;;NA;C0011;FV202502-0102
VE202500102;20/02/2025;VE;704000;Prestation de services;;796,34;S17;C0011;FV202502-0102
VE202500102;20/02/2025;VE;461411;TVA collectee 17%;;135,38;NA;C0011;FV202502-0102
VE202500281;20/02/2025;VE;401100;BOUTIN DUMAS ET FILS - Prestation de services;4757,91;;NA;C0008;FV202502-0281
VE202500281;20/02/2025;VE;704000;Prestation de services;;4066,59;S17;C0008;FV202502-0281
VE202500281;20/02/2025;VE;461411;TVA collectee 17%;;691,32;NA;C0008;FV202502-0281
BQ202500107;22/02/2025;BQ;511100;Encaissement FV202501-0123;1699,21;;NA;C0018;FV202501-0123
BQ202500107;22/02/2025;BQ;401100;BOUVET - reglement;;1699,21;NA;C0018;FV202501-0123
BQ202500276;22/02/2025;BQ;441100;ALVES - reglement;7708,59;;NA;F0002;FA202501-0033
BQ202500276;22/02/2025;BQ;511100;Paiement FA202501-0033;;7708,59;NA;F0002;FA202501-0033
BQ202500218;23/02/2025;BQ;511100;Encaissement FV202501-0266;2002,48;;NA;C0003;FV202501-0266
BQ202500218;23/02/2025;BQ;401100;FAIVRE LELEU ET FILS - reglement;;2002,48;NA;C0003;FV202501-0266
BQ202500339;23/02/2025;BQ;441100;LEGRAND BOURDON ET FILS - reglement;2115,92;;NA;F0015;FA202502-0110
BQ202500339;23/02/2025;BQ;511100;Paiement FA202502-0110;;2115,92;NA;F0015;FA202502-0110
AC202500087;24/02/2025;AC;614300;Abonnements logiciels;157,75;;A17;F0019;FA202502-0087
AC202500087;24/02/2025;AC;421611;TVA deductible 17%;26,82;;NA;F0019;FA202502-0087
AC202500087;24/02/2025;AC;441100;LACOMBE GUIBERT S.A. - Abonnements logiciels;;184,57;NA;F0019;FA202502-0087
AC202500243;24/02/2025;AC;606000;Achat de marchandises;3894,75;;A17;F0022;FA202502-0243
AC202500243;24/02/2025;AC;421611;TVA deductible 17%;662,11;;NA;F0022;FA202502-0243
AC202500243;24/02/2025;AC;441100;PHILIPPE - Achat de marchandises;;4556,86;NA;F0022;FA202502-0243
AC202500023;25/02/2025;AC;614200;Honoraires juridiques;4109,72;;A17;F0020;FA202502-0023
AC202500023;25/02/2025;AC;421611;TVA deductible 17%;698,65;;NA;F0020;FA202502-0023
AC202500023;25/02/2025;AC;441100;GRONDIN - Honoraires juridiques;;4808,37;NA;F0020;FA202502-0023
AC202500219;25/02/2025;AC;606000;Achat de marchandises;9482,62;;A17;F0002;FA202502-0219
AC202500219;25/02/2025;AC;421611;TVA deductible 17%;1612,05;;NA;F0002;FA202502-0219
AC202500219;25/02/2025;AC;441100;ALVES - Achat de marchandises;;11094,67;NA;F0002;FA202502-0219
OD202500002;25/02/2025;OD;621000;Salaires bruts 02/2025;22929,95;;NA;;PAIE-02
OD202500002;25/02/2025;OD;622000;Charges patronales 02/2025;2980,89;;NA;;PAIE-02
OD202500002;25/02/2025;OD;462000;Cotisations CCSS;;5847,13;NA;;PAIE-02
OD202500002;25/02/2025;OD;471000;Net a payer;;20063,71;NA;;PAIE-02
AC202500240;26/02/2025;AC;614200;Honoraires juridiques;3048,58;;A17;F0020;FA202502-0240
AC202500240;26/02/2025;AC;421611;TVA deductible 17%;518,26;;NA;F0020;FA202502-0240
AC202500240;26/02/2025;AC;441100;GRONDIN - Honoraires juridiques;;3566,84;NA;F0020;FA202502-0240
BQ202500040;26/02/2025;BQ;511100;Encaissement FV202502-0048;17897,63;;NA;C0006;FV202502-0048
BQ202500040;26/02/2025;BQ;401100;FONTAINE LE ROUX SARL - reglement;;17897,63;NA;C0006;FV202502-0048
VE202500066;26/02/2025;VE;401100;JACQUOT ET FILS - Vente de biens - taux super-reduit;3776,34;;NA;C0027;FV202502-0066
VE202500066;26/02/2025;VE;702000;Vente de biens - taux super-reduit;;3666,35;S3;C0027;FV202502-0066
VE202500066;26/02/2025;VE;461414;TVA collectee 3%;;109,99;NA;C0027;FV202502-0066
VE202500136;26/02/2025;VE;401100;JACQUET SARL - Vente de marchandises;1300,62;;NA;C0009;FV202502-0136
VE202500136;26/02/2025;VE;702000;Vente de marchandises;;1111,64;S17;C0009;FV202502-0136
VE202500136;26/02/2025;VE;461411;TVA collectee 17%;;188,98;NA;C0009;FV202502-0136
VE202500286;26/02/2025;VE;401100;PARENT - Exportation hors UE;2065,36;;NA;C0028;FV202502-0286
VE202500286;26/02/2025;VE;702000;Exportation hors UE;;2065,36;SEX;C0028;FV202502-0286
AC202500095;27/02/2025;AC;606000;Achat de marchandises;5341,98;;A17;F0016;FA202502-0095
AC202500095;27/02/2025;AC;421611;TVA deductible 17%;908,14;;NA;F0016;FA202502-0095
AC202500095;27/02/2025;AC;441100;LAPORTE MULLER SA - Achat de marchandises;;6250,12;NA;F0016;FA202502-0095
BQ202500068;27/02/2025;BQ;511100;Encaissement FV202501-0078;2087,07;;NA;C0012;FV202501-0078
BQ202500068;27/02/2025;BQ;401100;CORDIER - reglement;;2087,07;NA;C0012;FV202501-0078
AC202500174;28/02/2025;AC;607300;Carburant;213,54;;A17;F0021;FA202502-0174
AC202500174;28/02/2025;AC;421611;TVA deductible 17%;36,30;;NA;F0021;FA202502-0174
AC202500174;28/02/2025;AC;441100;FOURNIER - Carburant;;249,84;NA;F0021;FA202502-0174
BQ202500032;28/02/2025;BQ;511100;Encaissement FV202501-0039;368,17;;NA;C0028;FV202501-0039
BQ202500032;28/02/2025;BQ;401100;PARENT - reglement;;368,17;NA;C0028;FV202501-0039
BQ202500221;28/02/2025;BQ;511100;Encaissement FV202501-0270;2996,99;;NA;C0009;FV202501-0270
BQ202500221;28/02/2025;BQ;401100;JACQUET SARL - reglement;;2996,99;NA;C0009;FV202501-0270
BQ202500446;28/02/2025;BQ;618000;Frais de tenue de compte;40,87;;NA;;BQ-FRAIS-02
BQ202500446;28/02/2025;BQ;511100;Frais bancaires;;40,87;NA;;BQ-FRAIS-02
BQ202500447;28/02/2025;BQ;192100;Remboursement emprunt - capital;1600,00;;NA;;EMP-02
BQ202500447;28/02/2025;BQ;655000;Interets de l'emprunt;243,87;;NA;;EMP-02
BQ202500447;28/02/2025;BQ;511100;Echeance emprunt;;1843,87;NA;;EMP-02
BQ202500470;28/02/2025;BQ;471000;Virement des salaires;20063,71;;NA;;PAIE-02
BQ202500470;28/02/2025;BQ;511100;Virement des salaires;;20063,71;NA;;PAIE-02
BQ202500471;28/02/2025;BQ;462000;Paiement CCSS;5847,13;;NA;;CCSS-02
BQ202500471;28/02/2025;BQ;511100;Paiement CCSS;;5847,13;NA;;CCSS-02
OD202500020;28/02/2025;OD;461411;Solde TVA collectee 02/2025;6453,28;;NA;;TVA-02
OD202500020;28/02/2025;OD;461413;Solde TVA collectee 02/2025;1922,28;;NA;;TVA-02
OD202500020;28/02/2025;OD;461414;Solde TVA collectee 02/2025;109,99;;NA;;TVA-02
OD202500020;28/02/2025;OD;421611;Solde TVA deductible 02/2025;;20930,48;NA;;TVA-02
OD202500020;28/02/2025;OD;421613;Solde TVA deductible 02/2025;;333,20;NA;;TVA-02
OD202500020;28/02/2025;OD;421617;Credit de TVA 02/2025;12778,13;;NA;;TVA-02
BQ202500021;01/03/2025;BQ;511100;Encaissement FV202501-0026;4854,42;;NA;C0022;FV202501-0026
BQ202500021;01/03/2025;BQ;401100;BRUNEAU S.A.S. - reglement;;4854,42;NA;C0022;FV202501-0026
BQ202500402;01/03/2025;BQ;441100;FOUCHER - reglement;4996,88;;NA;F0018;FA202502-0190
BQ202500402;01/03/2025;BQ;511100;Paiement FA202502-0190;;4996,88;NA;F0018;FA202502-0190
AC202500194;03/03/2025;AC;617000;Telecommunications;1008,17;;A17;F0016;FA202503-0194
AC202500194;03/03/2025;AC;421611;TVA deductible 17%;171,39;;NA;F0016;FA202503-0194
AC202500194;03/03/2025;AC;441100;LAPORTE MULLER SA - Telecommunications;;1179,56;NA;F0016;FA202503-0194
VE202500007;03/03/2025;VE;401100;BARTHELEMY S.A.S. - Prestation de services;4162,39;;NA;C0005;FV202503-0007
VE202500007;03/03/2025;VE;704000;Prestation de services;;3557,60;S17;C0005;FV202503-0007
VE202500007;03/03/2025;VE;461411;TVA collectee 17%;;498,06;NA;C0005;FV202503-0007
VE202500185;03/03/2025;VE;401100;LOUIS PAYET S.A. - Vente de marchandises;4422,39;;NA;C0019;FV202503-0185
VE202500185;03/03/2025;VE;702000;Vente de marchandises;;3779,82;S17;C0019;FV202503-0185
VE202500185;03/03/2025;VE;461411;TVA collectee 17%;;642,57;NA;C0019;FV202503-0185
VE202500289;03/03/2025;VE;401100;LOUIS PAYET S.A. - Vente de marchandises;11100,69;;NA;C0019;FV202503-0289
VE202500289;03/03/2025;VE;702000;Vente de marchandises;;9487,77;S17;C0019;FV202503-0289
VE202500289;03/03/2025;VE;461411;TVA collectee 17%;;1612,92;NA;C0019;FV202503-0289
BQ202500141;04/03/2025;BQ;511100;Encaissement FV202501-0162;4095,94;;NA;C0026;FV202501-0162
BQ202500141;04/03/2025;BQ;401100;DOS SANTOS BESNARD SA - reglement;;4095,94;NA;C0026;FV202501-0162
BQ202500272;04/03/2025;BQ;441100;FOURNIER - reglement;11708,95;;NA;F0021;FA202502-0029
BQ202500272;04/03/2025;BQ;511100;Paiement FA202502-0029;;11708,95;NA;F0021;FA202502-0029
AC202500054;05/03/2025;AC;607100;Fournitures de bureau;218,62;;A17;F0013;FA202503-0054
AC202500054;05/03/2025;AC;421611;TVA deductible 17%;37,17;;NA;F0013;FA202503-0054
AC202500054;05/03/2025;AC;441100;FERRAND - Fournitures de bureau;;255,79;NA;F0013;FA202503-0054
AC202500206;05/03/2025;AC;606000;Achat de marchandises;1988,24;;A17;F0010;FA202503-0206
AC202500206;05/03/2025;AC;421611;TVA deductible 17%;338,00;;NA;F0010;FA202503-0206
AC202500206;05/03/2025;AC;441100;JACQUES S.A. - Achat de marchandises;;2326,24;NA;F0010;FA202503-0206
AC202500245;05/03/2025;AC;606000;Achat de marchandises - taux reduit;5754,03;;A8;F0022;FA202503-0245
AC202500245;05/03/2025;AC;421613;TVA deductible 8%;460,32;;NA;F0022;FA202503-0245
AC202500245;05/03/2025;AC;441100;PHILIPPE - Achat de marchandises - taux reduit;;6214,35;NA;F0022;FA202503-0245
BQ202500007;05/03/2025;BQ;511100;Encaissement FV202501-0009;17240,75;;NA;C0003;FV202501-0009
BQ202500007;05/03/2025;BQ;401100;FAIVRE LELEU ET FILS - reglement;;17240,75;NA;C0003;FV202501-0009
BQ202500358;05/03/2025;BQ;441100;LEGRAND BOURDON ET FILS - reglement;12461,25;;NA;F0015;FA202502-0132
BQ202500358;05/03/2025;BQ;511100;Paiement FA202502-0132;;12461,25;NA;F0015;FA202502-0132
VE202500010;05/03/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de marchandises - taux reduit;17261,12;;NA;C0008;FV202503-0010
VE202500010;05/03/2025;VE;702000;Vente de marchandises - taux reduit;;15982,52;S8;C0008;FV202503-0010
VE202500010;05/03/2025;VE;461413;TVA collectee 8%;;1278,60;NA;C0008;FV202503-0010
VE202500014;05/03/2025;VE;401100;FISCHER - Prestation de services;1456,14;;NA;C0021;FV202503-0014
VE202500014;05/03/2025;VE;704000;Prestation de services;;1244,56;S17;C0021;FV202503-0014
VE202500014;05/03/2025;VE;461411;TVA collectee 17%;;211,58;NA;C0021;FV202503-0014
VE202500077;05/03/2025;VE;401100;BOUVET - Vente de marchandises;1096,00;;NA;C0018;FV202503-0077
VE202500077;05/03/2025;VE;702000;Vente de marchandises;;936,75;S17;C0018;FV202503-0077
VE202500077;05/03/2025;VE;461411;TVA collectee 17%;;159,25;NA;C0018;FV202503-0077
VE202500292;05/03/2025;VE;401100;FONTAINE LE ROUX SARL - Prestation intracommunautaire;3267,70;;NA;C0006;FV202503-0292
VE202500292;05/03/2025;VE;704000;Prestation intracommunautaire;;3267,70;SIC;C0006;FV202503-0292
VE202500221;06/03/2025;VE;401100;ADAM VERDIER ET FILS - Prestation de services;3751,66;;NA;C0016;FV202503-0221
VE202500221;06/03/2025;VE;704000;Prestation de services;;3206,55;S17;C0016;FV202503-0221
VE202500221;06/03/2025;VE;461411;TVA collectee 17%;;545,11;NA;C0016;FV202503-0221
AC202500182;07/03/2025;AC;606000;Achat de marchandises;4022,36;;A17;F0017;FA202503-0182
AC202500182;07/03/2025;AC;421611;TVA deductible 17%;683,80;;NA;F0017;FA202503-0182
AC202500182;07/03/2025;AC;441100;CHAUVEAU S.A. - Achat de marchandises;;4706,16;NA;F0017;FA202503-0182
BQ202500186;08/03/2025;BQ;511100;Encaissement FV202501-0220;19410,70;;NA;C0019;FV202501-0220
BQ202500186;08/03/2025;BQ;401100;LOUIS PAYET S.A. - reglement;;19410,70;NA;C0019;FV202501-0220
AC202500123;10/03/2025;AC;607300;Carburant;376,53;;A17;F0012;FA202503-0123
AC202500123;10/03/2025;AC;421611;TVA deductible 17%;64,01;;NA;F0012;FA202503-0123
AC202500123;10/03/2025;AC;441100;GRÉGOIRE - Carburant;;440,54;NA;F0012;FA202503-0123
BQ202500014;10/03/2025;BQ;511100;Encaissement FV202502-0018;1394,79;;NA;C0012;FV202502-0018
BQ202500014;10/03/2025;BQ;401100;CORDIER - reglement;;1394,79;NA;C0012;FV202502-0018
BQ202500172;10/03/2025;BQ;511100;Encaissement FV202501-0202;5369,84;;NA;C0021;FV202501-0202
BQ202500172;10/03/2025;BQ;401100;FISCHER - reglement;;5369,84;NA;C0021;FV202501-0202
BQ202500208;10/03/2025;BQ;511100;Encaissement FV202502-0255;3460,68;;NA;C0023;FV202502-0255
BQ202500208;10/03/2025;BQ;401100;COLLET - reglement;;3460,68;NA;C0023;FV202502-0255
VE202500023;10/03/2025;VE;401100;BARTHELEMY S.A.S. - Prestation de services;9195,57;;NA;C0005;FV202503-0023
VE202500023;10/03/2025;VE;704000;Prestation de services;;7859,46;S17;C0005;FV202503-0023
VE202500023;10/03/2025;VE;461411;TVA collectee 17%;;1336,11;NA;C0005;FV202503-0023
AC202500124;11/03/2025;AC;614300;Abonnements logiciels;1443,08;;A17;F0016;FA202503-0124
AC202500124;11/03/2025;AC;421611;TVA deductible 17%;245,32;;NA;F0016;FA202503-0124
AC202500124;11/03/2025;AC;441100;LAPORTE MULLER SA - Abonnements logiciels;;1688,40;NA;F0016;FA202503-0124
AC202500151;11/03/2025;AC;607200;Electricite et gaz;1536,44;;A8;F0018;FA202503-0151
AC202500151;11/03/2025;AC;421613;TVA deductible 8%;122,92;;NA;F0018;FA202503-0151
AC202500151;11/03/2025;AC;441100;FOUCHER - Electricite et gaz;;1659,36;NA;F0018;FA202503-0151
AC202500195;11/03/2025;AC;606000;Achat de marchandises - taux reduit;5204,02;;A8;F0015;FA202503-0195
AC202500195;11/03/2025;AC;421613;TVA deductible 8%;416,32;;NA;F0015;FA202503-0195
AC202500195;11/03/2025;AC;441100;LEGRAND BOURDON ET FILS - Achat de marchandises - taux reduit;;5620,34;NA;F0015;FA202503-0195
AC202500237;11/03/2025;AC;606000;Acquisition intracommunautaire;3862,42;;AIC;F0022;FA202503-0237
AC202500237;11/03/2025;AC;421611;TVA deductible sur acquisition intracommunautaire;656,61;;NA;F0022;FA202503-0237
AC202500237;11/03/2025;AC;461411;TVA due sur acquisition intracommunautaire;;656,61;NA;F0022;FA202503-0237
AC202500237;11/03/2025;AC;441100;PHILIPPE - Acquisition intracommunautaire;;3862,42;NA;F0022;FA202503-0237
BQ202500431;11/03/2025;BQ;441100;JACQUES S.A. - reglement;12379,44;;NA;F0010;FA202502-0234
BQ202500431;11/03/2025;BQ;511100;Paiement FA202502-0234;;12379,44;NA;F0010;FA202502-0234
VE202500284;11/03/2025;VE;401100;ROUSSEL - Exportation hors UE;1112,00;;NA;C0001;FV202503-0284
VE202500284;11/03/2025;VE;702000;Exportation hors UE;;1112,00;SEX;C0001;FV202503-0284
AC202500039;12/03/2025;AC;606000;Achat de marchandises;7756,89;;A17;F0005;FA202503-0039
AC202500039;12/03/2025;AC;421611;TVA deductible 17%;1318,67;;NA;F0005;FA202503-0039
AC202500039;12/03/2025;AC;441100;ROY BOUVIER SARL - Achat de marchandises;;9075,56;NA;F0005;FA202503-0039
BQ202500365;12/03/2025;BQ;441100;LAPORTE MULLER SA - reglement;1702,12;;NA;F0016;FA202502-0144
BQ202500365;12/03/2025;BQ;511100;Paiement FA202502-0144;;1702,12;NA;F0016;FA202502-0144
VE202500168;12/03/2025;VE;401100;FISCHER - Vente de marchandises;2119,47;;NA;C0021;FV202503-0168
VE202500168;12/03/2025;VE;702000;Vente de marchandises;;1811,51;S17;C0021;FV202503-0168
VE202500168;12/03/2025;VE;461411;TVA collectee 17%;;307,96;NA;C0021;FV202503-0168
VE202500159;13/03/2025;VE;401100;BOUTIN DUMAS ET FILS - Prestation de services;2068,01;;NA;C0008;FV202503-0159
VE202500159;13/03/2025;VE;704000;Prestation de services;;1767,53;S17;C0008;FV202503-0159
VE202500159;13/03/2025;VE;461411;TVA collectee 17%;;300,48;NA;C0008;FV202503-0159
AC202500181;14/03/2025;AC;606000;Achat de marchandises;10320,39;;A17;F0007;FA202503-0181
AC202500181;14/03/2025;AC;421611;TVA deductible 17%;1754,47;;NA;F0007;FA202503-0181
AC202500181;14/03/2025;AC;441100;BOUTIN SARL - Achat de marchandises;;12074,86;NA;F0007;FA202503-0181
BQ202500139;15/03/2025;BQ;511100;Encaissement FV202501-0160;16458,19;;NA;C0009;FV202501-0160
BQ202500139;15/03/2025;BQ;401100;JACQUET SARL - reglement;;16458,19;NA;C0009;FV202501-0160
BQ202500280;15/03/2025;BQ;441100;JACQUES S.A. - reglement;15774,07;;NA;F0010;FA202502-0038
BQ202500280;15/03/2025;BQ;511100;Paiement FA202502-0038;;15774,07;NA;F0010;FA202502-0038
BQ202500081;16/03/2025;BQ;511100;Encaissement FV202502-0091;566,37;;NA;C0020;FV202502-0091
BQ202500081;16/03/2025;BQ;401100;LECLERCQ S.A.S. - reglement;;566,37;NA;C0020;FV202502-0091
BQ202500263;17/03/2025;BQ;441100;LEGRAND BOURDON ET FILS - reglement;3286,38;;NA;F0015;FA202501-0020
BQ202500263;17/03/2025;BQ;511100;Paiement FA202501-0020;;3286,38;NA;F0015;FA202501-0020
BQ202500329;17/03/2025;BQ;441100;LAPORTE MULLER SA - reglement;6250,12;;NA;F0016;FA202502-0095
BQ202500329;17/03/2025;BQ;511100;Paiement FA202502-0095;;6250,12;NA;F0016;FA202502-0095
BQ202500407;17/03/2025;BQ;441100;FOURNIER - reglement;500,80;;NA;F0021;FA202502-0197
BQ202500407;17/03/2025;BQ;511100;Paiement FA202502-0197;;500,80;NA;F0021;FA202502-0197
VE202500119;17/03/2025;VE;401100;PARENT - Prestation de services;7182,67;;NA;C0028;FV202503-0119
VE202500119;17/03/2025;VE;704000;Prestation de services;;6139,03;S17;C0028;FV202503-0119
VE202500119;17/03/2025;VE;461411;TVA collectee 17%;;1043,64;NA;C0028;FV202503-0119
VE202500211;17/03/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de marchandises;2805,04;;NA;C0008;FV202503-0211
VE202500211;17/03/2025;VE;702000;Vente de marchandises;;2397,47;S17;C0008;FV202503-0211
VE202500211;17/03/2025;VE;461411;TVA collectee 17%;;407,57;NA;C0008;FV202503-0211
VE202500229;17/03/2025;VE;401100;BONNEAU - Vente de produits finis;953,41;;NA;C0007;FV202503-0229
VE202500229;17/03/2025;VE;705000;Vente de produits finis;;814,88;S17;C0007;FV202503-0229
VE202500229;17/03/2025;VE;461411;TVA collectee 17%;;138,53;NA;C0007;FV202503-0229
AC202500222;19/03/2025;AC;611500;Charges locatives;187,76;;A17;F0011;FA202503-0222
AC202500222;19/03/2025;AC;421611;TVA deductible 17%;31,92;;NA;F0011;FA202503-0222
AC202500222;19/03/2025;AC;441100;GUIBERT S.A. - Charges locatives;;219,68;NA;F0011;FA202503-0222
BQ202500360;19/03/2025;BQ;441100;GRONDIN - reglement;10130,27;;NA;F0020;FA202502-0134
BQ202500360;19/03/2025;BQ;511100;Paiement FA202502-0134;;10130,27;NA;F0020;FA202502-0134
VE202500097;19/03/2025;VE;401100;DOS SANTOS BESNARD SA - Prestation de services;6010,24;;NA;C0026;FV202503-0097
VE202500097;19/03/2025;VE;704000;Prestation de services;;5136,96;S17;C0026;FV202503-0097
VE202500097;19/03/2025;VE;461411;TVA collectee 17%;;873,28;NA;C0026;FV202503-0097
AC202500036;20/03/2025;AC;613000;Prime d'assurance;2494,24;;A0;F0005;FA202503-0036
